0	19	19
0	19	20
0	19	21
0	20	20
0	20	21
0	20	26
0	20	131
0	21	21
0	26	26
0	27	21
0	27	27
0	131	21
0	131	131
1	0	3
1	0	6
1	0	9
1	0	11
1	0	12
1	0	18
1	0	28
1	0	53
1	0	57
1	0	59
1	0	68
1	0	77
1	0	83
1	0	86
1	0	89
1	0	98
1	0	100
1	0	102
1	0	110
1	0	111
1	0	119
1	0	122
1	0	132
1	0	133
1	4	14
1	4	28
1	4	29
1	4	40
1	4	50
1	4	59
1	4	86
1	4	87
1	4	89
1	4	91
1	4	92
1	4	98
1	4	102
1	4	105
1	4	110
1	7	3
1	7	6
1	7	9
1	7	11
1	7	12
1	7	18
1	7	28
1	7	53
1	7	57
1	7	59
1	7	68
1	7	77
1	7	83
1	7	86
1	7	89
1	7	98
1	7	100
1	7	102
1	7	110
1	7	111
1	7	119
1	7	122
1	7	132
1	7	133
1	10	14
1	10	28
1	10	29
1	10	40
1	10	50
1	10	59
1	10	86
1	10	87
1	10	89
1	10	91
1	10	92
1	10	98
1	10	102
1	10	105
1	10	110
1	13	13
1	13	73
1	13	86
1	13	125
1	14	3
1	14	6
1	14	9
1	14	11
1	14	12
1	14	14
1	14	18
1	14	28
1	14	29
1	14	40
1	14	50
1	14	53
1	14	57
1	14	59
1	14	68
1	14	77
1	14	83
1	14	86
1	14	87
1	14	89
1	14	91
1	14	92
1	14	98
1	14	100
1	14	102
1	14	105
1	14	110
1	14	111
1	14	119
1	14	122
1	14	132
1	14	133
1	15	14
1	15	28
1	15	29
1	15	40
1	15	50
1	15	59
1	15	86
1	15	87
1	15	89
1	15	91
1	15	92
1	15	98
1	15	102
1	15	105
1	15	110
1	17	14
1	17	28
1	17	29
1	17	40
1	17	50
1	17	59
1	17	86
1	17	87
1	17	89
1	17	91
1	17	92
1	17	98
1	17	102
1	17	105
1	17	110
1	24	14
1	24	28
1	24	29
1	24	40
1	24	50
1	24	59
1	24	86
1	24	87
1	24	89
1	24	91
1	24	92
1	24	98
1	24	102
1	24	105
1	24	110
1	27	28
1	27	59
1	27	86
1	27	89
1	27	98
1	27	102
1	27	110
1	28	3
1	28	6
1	28	9
1	28	11
1	28	12
1	28	14
1	28	18
1	28	28
1	28	29
1	28	34
1	28	40
1	28	50
1	28	53
1	28	57
1	28	59
1	28	68
1	28	77
1	28	83
1	28	86
1	28	87
1	28	89
1	28	91
1	28	92
1	28	98
1	28	100
1	28	101
1	28	102
1	28	105
1	28	110
1	28	111
1	28	119
1	28	122
1	28	132
1	28	133
1	29	3
1	29	6
1	29	9
1	29	11
1	29	12
1	29	14
1	29	18
1	29	28
1	29	29
1	29	40
1	29	50
1	29	53
1	29	57
1	29	59
1	29	68
1	29	77
1	29	83
1	29	86
1	29	87
1	29	89
1	29	91
1	29	92
1	29	98
1	29	100
1	29	102
1	29	105
1	29	110
1	29	111
1	29	119
1	29	122
1	29	132
1	29	133
1	30	14
1	30	28
1	30	29
1	30	40
1	30	50
1	30	59
1	30	86
1	30	87
1	30	89
1	30	91
1	30	92
1	30	98
1	30	102
1	30	105
1	30	110
1	31	14
1	31	28
1	31	29
1	31	40
1	31	50
1	31	59
1	31	86
1	31	87
1	31	89
1	31	91
1	31	92
1	31	98
1	31	102
1	31	105
1	31	110
1	32	14
1	32	28
1	32	29
1	32	40
1	32	50
1	32	59
1	32	86
1	32	87
1	32	89
1	32	91
1	32	92
1	32	98
1	32	102
1	32	105
1	32	110
1	37	3
1	37	6
1	37	9
1	37	11
1	37	12
1	37	18
1	37	28
1	37	53
1	37	57
1	37	59
1	37	68
1	37	77
1	37	83
1	37	86
1	37	89
1	37	98
1	37	100
1	37	102
1	37	110
1	37	111
1	37	119
1	37	122
1	37	132
1	37	133
1	39	14
1	39	28
1	39	29
1	39	40
1	39	50
1	39	59
1	39	86
1	39	87
1	39	89
1	39	92
1	39	98
1	39	102
1	39	105
1	39	106
1	39	110
1	40	3
1	40	6
1	40	9
1	40	11
1	40	12
1	40	14
1	40	18
1	40	28
1	40	29
1	40	40
1	40	50
1	40	53
1	40	57
1	40	59
1	40	68
1	40	77
1	40	83
1	40	86
1	40	87
1	40	89
1	40	91
1	40	92
1	40	98
1	40	100
1	40	102
1	40	105
1	40	110
1	40	111
1	40	119
1	40	122
1	40	132
1	40	133
1	43	14
1	43	28
1	43	29
1	43	40
1	43	50
1	43	59
1	43	86
1	43	87
1	43	89
1	43	91
1	43	92
1	43	98
1	43	102
1	43	105
1	43	110
1	44	14
1	44	28
1	44	29
1	44	40
1	44	50
1	44	59
1	44	86
1	44	87
1	44	89
1	44	91
1	44	92
1	44	98
1	44	102
1	44	105
1	44	110
1	48	14
1	48	28
1	48	29
1	48	40
1	48	50
1	48	59
1	48	86
1	48	87
1	48	89
1	48	91
1	48	92
1	48	98
1	48	102
1	48	105
1	48	110
1	50	3
1	50	6
1	50	9
1	50	11
1	50	12
1	50	14
1	50	18
1	50	28
1	50	29
1	50	40
1	50	50
1	50	53
1	50	57
1	50	59
1	50	68
1	50	77
1	50	83
1	50	86
1	50	87
1	50	89
1	50	91
1	50	92
1	50	98
1	50	100
1	50	102
1	50	105
1	50	110
1	50	111
1	50	119
1	50	122
1	50	132
1	50	133
1	54	14
1	54	28
1	54	29
1	54	40
1	54	50
1	54	59
1	54	86
1	54	87
1	54	89
1	54	92
1	54	98
1	54	102
1	54	105
1	54	110
1	58	28
1	58	59
1	58	86
1	58	89
1	58	98
1	58	102
1	58	110
1	59	3
1	59	6
1	59	9
1	59	11
1	59	12
1	59	14
1	59	18
1	59	28
1	59	29
1	59	34
1	59	40
1	59	50
1	59	53
1	59	57
1	59	59
1	59	68
1	59	77
1	59	83
1	59	86
1	59	87
1	59	89
1	59	91
1	59	92
1	59	98
1	59	100
1	59	101
1	59	102
1	59	105
1	59	110
1	59	111
1	59	119
1	59	122
1	59	132
1	59	133
1	64	14
1	64	28
1	64	29
1	64	40
1	64	50
1	64	59
1	64	86
1	64	87
1	64	89
1	64	91
1	64	92
1	64	98
1	64	102
1	64	105
1	64	110
1	65	14
1	65	28
1	65	29
1	65	40
1	65	50
1	65	59
1	65	86
1	65	87
1	65	89
1	65	92
1	65	98
1	65	102
1	65	105
1	65	110
1	67	14
1	67	28
1	67	29
1	67	40
1	67	50
1	67	59
1	67	86
1	67	87
1	67	89
1	67	91
1	67	92
1	67	98
1	67	102
1	67	105
1	67	110
1	71	14
1	71	28
1	71	29
1	71	40
1	71	50
1	71	59
1	71	86
1	71	87
1	71	89
1	71	91
1	71	92
1	71	98
1	71	102
1	71	105
1	71	110
1	72	14
1	72	28
1	72	29
1	72	40
1	72	50
1	72	59
1	72	86
1	72	87
1	72	89
1	72	91
1	72	92
1	72	98
1	72	102
1	72	105
1	72	110
1	73	13
1	73	73
1	73	86
1	73	125
1	75	14
1	75	28
1	75	29
1	75	40
1	75	50
1	75	59
1	75	86
1	75	87
1	75	89
1	75	91
1	75	92
1	75	98
1	75	102
1	75	105
1	75	110
1	78	14
1	78	28
1	78	29
1	78	40
1	78	50
1	78	59
1	78	86
1	78	87
1	78	89
1	78	92
1	78	98
1	78	102
1	78	105
1	78	110
1	81	14
1	81	28
1	81	29
1	81	40
1	81	50
1	81	59
1	81	86
1	81	87
1	81	89
1	81	91
1	81	92
1	81	98
1	81	102
1	81	105
1	81	110
1	86	3
1	86	6
1	86	9
1	86	11
1	86	12
1	86	13
1	86	14
1	86	18
1	86	28
1	86	29
1	86	34
1	86	40
1	86	50
1	86	53
1	86	57
1	86	59
1	86	68
1	86	73
1	86	77
1	86	83
1	86	86
1	86	87
1	86	89
1	86	91
1	86	92
1	86	98
1	86	100
1	86	101
1	86	102
1	86	105
1	86	110
1	86	111
1	86	119
1	86	122
1	86	125
1	86	132
1	86	133
1	87	3
1	87	6
1	87	9
1	87	11
1	87	12
1	87	13
1	87	14
1	87	18
1	87	28
1	87	29
1	87	40
1	87	50
1	87	53
1	87	57
1	87	59
1	87	68
1	87	73
1	87	77
1	87	83
1	87	86
1	87	87
1	87	89
1	87	91
1	87	92
1	87	98
1	87	100
1	87	102
1	87	105
1	87	110
1	87	111
1	87	119
1	87	122
1	87	125
1	87	132
1	87	133
1	88	86
1	89	3
1	89	6
1	89	9
1	89	11
1	89	12
1	89	14
1	89	18
1	89	28
1	89	29
1	89	34
1	89	40
1	89	50
1	89	53
1	89	57
1	89	59
1	89	68
1	89	77
1	89	83
1	89	86
1	89	87
1	89	89
1	89	91
1	89	92
1	89	98
1	89	100
1	89	101
1	89	102
1	89	105
1	89	110
1	89	111
1	89	119
1	89	122
1	89	132
1	89	133
1	91	14
1	91	28
1	91	29
1	91	40
1	91	50
1	91	59
1	91	86
1	91	87
1	91	89
1	91	91
1	91	92
1	91	98
1	91	102
1	91	105
1	91	110
1	92	3
1	92	6
1	92	9
1	92	11
1	92	12
1	92	14
1	92	18
1	92	28
1	92	29
1	92	40
1	92	50
1	92	53
1	92	57
1	92	59
1	92	68
1	92	77
1	92	83
1	92	86
1	92	87
1	92	89
1	92	91
1	92	92
1	92	98
1	92	100
1	92	102
1	92	105
1	92	110
1	92	111
1	92	119
1	92	122
1	92	132
1	92	133
1	93	14
1	93	28
1	93	29
1	93	40
1	93	50
1	93	59
1	93	86
1	93	87
1	93	89
1	93	91
1	93	92
1	93	98
1	93	102
1	93	105
1	93	110
1	94	14
1	94	28
1	94	29
1	94	40
1	94	50
1	94	59
1	94	86
1	94	87
1	94	89
1	94	91
1	94	92
1	94	98
1	94	102
1	94	105
1	94	110
1	98	3
1	98	6
1	98	9
1	98	11
1	98	12
1	98	14
1	98	18
1	98	28
1	98	29
1	98	34
1	98	40
1	98	50
1	98	53
1	98	57
1	98	59
1	98	68
1	98	77
1	98	83
1	98	86
1	98	87
1	98	89
1	98	91
1	98	92
1	98	98
1	98	100
1	98	101
1	98	102
1	98	105
1	98	110
1	98	111
1	98	119
1	98	122
1	98	132
1	98	133
1	99	14
1	99	28
1	99	29
1	99	40
1	99	50
1	99	59
1	99	86
1	99	87
1	99	89
1	99	91
1	99	92
1	99	98
1	99	102
1	99	105
1	99	110
1	102	3
1	102	6
1	102	9
1	102	11
1	102	12
1	102	14
1	102	18
1	102	28
1	102	29
1	102	34
1	102	40
1	102	50
1	102	53
1	102	57
1	102	59
1	102	68
1	102	77
1	102	83
1	102	86
1	102	87
1	102	89
1	102	91
1	102	92
1	102	98
1	102	100
1	102	101
1	102	102
1	102	105
1	102	110
1	102	111
1	102	119
1	102	122
1	102	132
1	102	133
1	104	14
1	104	28
1	104	29
1	104	40
1	104	50
1	104	59
1	104	86
1	104	87
1	104	89
1	104	91
1	104	92
1	104	98
1	104	102
1	104	105
1	104	110
1	105	3
1	105	6
1	105	9
1	105	11
1	105	12
1	105	14
1	105	18
1	105	28
1	105	29
1	105	40
1	105	50
1	105	53
1	105	57
1	105	59
1	105	68
1	105	77
1	105	83
1	105	86
1	105	87
1	105	89
1	105	91
1	105	92
1	105	98
1	105	100
1	105	102
1	105	105
1	105	110
1	105	111
1	105	119
1	105	122
1	105	132
1	105	133
1	107	14
1	107	28
1	107	29
1	107	40
1	107	50
1	107	59
1	107	86
1	107	87
1	107	89
1	107	91
1	107	92
1	107	98
1	107	102
1	107	105
1	107	110
1	110	3
1	110	6
1	110	9
1	110	11
1	110	12
1	110	14
1	110	18
1	110	28
1	110	29
1	110	34
1	110	40
1	110	50
1	110	53
1	110	57
1	110	59
1	110	68
1	110	77
1	110	83
1	110	86
1	110	87
1	110	89
1	110	91
1	110	92
1	110	98
1	110	100
